pathway	gene
Rheumatoid arthritis	Atp6v0a2
Rheumatoid arthritis	Itgb2l
Rheumatoid arthritis	Acp5
Rheumatoid arthritis	Tgfb1
Rheumatoid arthritis	Atp6v0a4
Rheumatoid arthritis	Tnfsf13b
Rheumatoid arthritis	Atp6v0b
Rheumatoid arthritis	Csf1
Rheumatoid arthritis	Tlr2
Rheumatoid arthritis	Atp6v1c1
Rheumatoid arthritis	H2-Ea
Rheumatoid arthritis	Atp6v1c2
Rheumatoid arthritis	Ctla4
Rheumatoid arthritis	Il1b
Rheumatoid arthritis	Csf2
Rheumatoid arthritis	Jun
Rheumatoid arthritis	Atp6v0e
Rheumatoid arthritis	Tnf
Rheumatoid arthritis	Mmp1b
Rheumatoid arthritis	Atp6v1g1
Rheumatoid arthritis	Mmp3
Rheumatoid arthritis	Cxcl5
Rheumatoid arthritis	Atp6v0e2
Rheumatoid arthritis	Tlr4
Rheumatoid arthritis	Vegfa
Rheumatoid arthritis	Atp6v1h
Rheumatoid arthritis	Ccl12
Rheumatoid arthritis	Atp6v1e1
Rheumatoid arthritis	Atp6v1e2
Rheumatoid arthritis	Atp6v0c
Rheumatoid arthritis	Atp6v1g3
Rheumatoid arthritis	Tek
Rheumatoid arthritis	Tnfsf11
Rheumatoid arthritis	Ccl3
Rheumatoid arthritis	Pth
Rheumatoid arthritis	Atp6v0a1
Rheumatoid arthritis	Tnfrsf11a
Rheumatoid arthritis	Tnfsf13
Rheumatoid arthritis	Il6
Rheumatoid arthritis	Cd28
Rheumatoid arthritis	Il1a
Rheumatoid arthritis	Cd80
Rheumatoid arthritis	H2-DMb2
Rheumatoid arthritis	Fos
Rheumatoid arthritis	Il15
Rheumatoid arthritis	Atp6ap1
Rheumatoid arthritis	Tgfb2
Rheumatoid arthritis	Ctsk
Rheumatoid arthritis	Atp6v1b1
Rheumatoid arthritis	Ccl20
Rheumatoid arthritis	Mmp1a
Rheumatoid arthritis	H2-DMb1
Rheumatoid arthritis	H2-Eb2
Rheumatoid arthritis	Il17a
Rheumatoid arthritis	H2-Eb1
Rheumatoid arthritis	H2-Aa
Rheumatoid arthritis	Flt1
Rheumatoid arthritis	H2-DMa
Rheumatoid arthritis	Ctsl
Rheumatoid arthritis	Atp6v1b2
Rheumatoid arthritis	Cxcl1
Rheumatoid arthritis	Cxcl3
Rheumatoid arthritis	Cxcl2
Rheumatoid arthritis	Atp6v1f
Rheumatoid arthritis	Il18
Rheumatoid arthritis	Il23a
Rheumatoid arthritis	Ccl2
Rheumatoid arthritis	Atp6v1d
Rheumatoid arthritis	Tgfb3
Rheumatoid arthritis	Ifng
Rheumatoid arthritis	Ltb
Rheumatoid arthritis	Ccl5
Rheumatoid arthritis	Atp6v1g2
Rheumatoid arthritis	Cd86
Rheumatoid arthritis	H2-Oa
Rheumatoid arthritis	Atp6v0d2
Rheumatoid arthritis	Atp6v1a
Rheumatoid arthritis	Cxcl12
Rheumatoid arthritis	Icam1
Rheumatoid arthritis	Itgal
Rheumatoid arthritis	Angpt1
Rheumatoid arthritis	Atp6v0d1
Rheumatoid arthritis	Il11
Rheumatoid arthritis	Tcirg1
Autoimmune thyroid disease	H2-Ab1
Autoimmune thyroid disease	H2-Ob
Autoimmune thyroid disease	Fas
Autoimmune thyroid disease	H2-Q2
Autoimmune thyroid disease	Ifna6
Autoimmune thyroid disease	Cd40lg
Autoimmune thyroid disease	Fasl
Autoimmune thyroid disease	Tshr
Autoimmune thyroid disease	H2-Ea
Autoimmune thyroid disease	H2-T24
Autoimmune thyroid disease	Ctla4
Autoimmune thyroid disease	H2-Q6
Autoimmune thyroid disease	Ifna16
Autoimmune thyroid disease	Ifna7
Autoimmune thyroid disease	Ifna15
Autoimmune thyroid disease	Ifna13
Autoimmune thyroid disease	H2-T22
Autoimmune thyroid disease	H2-Q1
Autoimmune thyroid disease	Ifnab
Autoimmune thyroid disease	Il5
Autoimmune thyroid disease	H2-M1
Autoimmune thyroid disease	H2-M10.6
Autoimmune thyroid disease	H2-T25
Autoimmune thyroid disease	Tpo
Autoimmune thyroid disease	Ifna4
Autoimmune thyroid disease	H2-M3
Autoimmune thyroid disease	H2-T10
Autoimmune thyroid disease	H2-M11
Autoimmune thyroid disease	H2-T23
Autoimmune thyroid disease	Cd40
Autoimmune thyroid disease	H2-M2
Autoimmune thyroid disease	Prf1
Autoimmune thyroid disease	Ifna1
Autoimmune thyroid disease	H2-Q9
Autoimmune thyroid disease	Il10
Autoimmune thyroid disease	H2-K1
Autoimmune thyroid disease	H2-T-ps
Autoimmune thyroid disease	Cd28
Autoimmune thyroid disease	Tg
Autoimmune thyroid disease	Cd80
Autoimmune thyroid disease	H2-M10.2
Autoimmune thyroid disease	H2-Bl
Autoimmune thyroid disease	H2-DMb2
Autoimmune thyroid disease	H2-Q8
Autoimmune thyroid disease	H2-T26
Autoimmune thyroid disease	H2-M10.1
Autoimmune thyroid disease	H2-D1
Autoimmune thyroid disease	H2-M9
Autoimmune thyroid disease	Ifna14
Autoimmune thyroid disease	Ifna9
Autoimmune thyroid disease	H2-T9
Autoimmune thyroid disease	H2-T3
Autoimmune thyroid disease	H2-DMb1
Autoimmune thyroid disease	H2-Q10
Autoimmune thyroid disease	H2-Eb2
Autoimmune thyroid disease	Il2
Autoimmune thyroid disease	H2-Q7
Autoimmune thyroid disease	H2-Eb1
Autoimmune thyroid disease	H2-Q4
Autoimmune thyroid disease	H2-Aa
Autoimmune thyroid disease	Il4
Autoimmune thyroid disease	H2-DMa
Autoimmune thyroid disease	H2-M10.4
Autoimmune thyroid disease	H2-L
Autoimmune thyroid disease	Cga
Autoimmune thyroid disease	Tshb
Autoimmune thyroid disease	Ifna2
Autoimmune thyroid disease	Gzmb
Autoimmune thyroid disease	Ifna5
Autoimmune thyroid disease	H2-M10.3
Autoimmune thyroid disease	Ifna11
Autoimmune thyroid disease	Cd86
Autoimmune thyroid disease	H2-Oa
Autoimmune thyroid disease	Gm10499
Autoimmune thyroid disease	H2-T27
Autoimmune thyroid disease	H2-M5
Autoimmune thyroid disease	H2-M10.5
Autoimmune thyroid disease	Ifna12
Inflammatory bowel disease	H2-Ab1
Inflammatory bowel disease	Il4
Inflammatory bowel disease	H2-Ob
Inflammatory bowel disease	H2-DMa
Inflammatory bowel disease	Il12a
Inflammatory bowel disease	Il6
Inflammatory bowel disease	Il22
Inflammatory bowel disease	Il1a
Inflammatory bowel disease	Tlr5
Inflammatory bowel disease	Il5
Inflammatory bowel disease	Tlr4
Inflammatory bowel disease	Il17f
Inflammatory bowel disease	Nfkb1
Inflammatory bowel disease	Rorc
Inflammatory bowel disease	H2-Aa
Inflammatory bowel disease	Smad2
Inflammatory bowel disease	Il21r
Inflammatory bowel disease	Tbx21
Inflammatory bowel disease	Nod2
Inflammatory bowel disease	Stat4
Inflammatory bowel disease	H2-DMb2
Inflammatory bowel disease	Il18r1
Inflammatory bowel disease	Stat3
Inflammatory bowel disease	Foxp3
Inflammatory bowel disease	Tgfb1
Inflammatory bowel disease	Il18
Inflammatory bowel disease	Il23a
Inflammatory bowel disease	Il22b
Inflammatory bowel disease	Tlr2
Inflammatory bowel disease	H2-Ea
Inflammatory bowel disease	Tgfb2
Inflammatory bowel disease	Ifngr2
Inflammatory bowel disease	Tgfb3
Inflammatory bowel disease	Ifng
Inflammatory bowel disease	Il13
Inflammatory bowel disease	Il2rg
Inflammatory bowel disease	Smad3
Inflammatory bowel disease	Il4ra
Inflammatory bowel disease	Stat6
Inflammatory bowel disease	Il1b
Inflammatory bowel disease	Il18rap
Inflammatory bowel disease	Il12rb2
Inflammatory bowel disease	Jun
Inflammatory bowel disease	Il21
Inflammatory bowel disease	H2-Oa
Inflammatory bowel disease	Gata3
Inflammatory bowel disease	Nfatc1
Inflammatory bowel disease	Tnf
Inflammatory bowel disease	H2-DMb1
Inflammatory bowel disease	Maf
Inflammatory bowel disease	H2-Eb2
Inflammatory bowel disease	Il12rb1
Inflammatory bowel disease	Il17a
Inflammatory bowel disease	Il2
Inflammatory bowel disease	Stat1
Inflammatory bowel disease	Ifngr1
Inflammatory bowel disease	H2-Eb1
Inflammatory bowel disease	Rora
Inflammatory bowel disease	Rela
Inflammatory bowel disease	Il10
Inflammatory bowel disease	Il23r
Inflammatory bowel disease	Il12b
Allograft rejection	H2-Ab1
Allograft rejection	Il4
Allograft rejection	H2-Ob
Allograft rejection	H2-DMa
Allograft rejection	H2-T22
Allograft rejection	Il12a
Allograft rejection	Cd28
Allograft rejection	H2-M10.4
Allograft rejection	H2-Q1
Allograft rejection	Il5
Allograft rejection	H2-L
Allograft rejection	H2-M1
Allograft rejection	Fas
Allograft rejection	H2-Q2
Allograft rejection	H2-M10.6
Allograft rejection	H2-T25
Allograft rejection	Il10
Allograft rejection	Cd40lg
Allograft rejection	Gzmb
Allograft rejection	Cd80
Allograft rejection	H2-M10.2
Allograft rejection	H2-Bl
Allograft rejection	H2-DMb2
Allograft rejection	H2-M3
Allograft rejection	H2-Q8
Allograft rejection	H2-M10.3
Allograft rejection	Fasl
Allograft rejection	H2-T10
Allograft rejection	H2-T26
Allograft rejection	H2-M10.1
Allograft rejection	H2-M11
Allograft rejection	H2-D1
Allograft rejection	H2-Ea
Allograft rejection	H2-T23
Allograft rejection	H2-T24
Allograft rejection	Ifng
Allograft rejection	H2-M9
Allograft rejection	Cd40
Allograft rejection	H2-Q6
Allograft rejection	H2-T9
Allograft rejection	Cd86
Allograft rejection	H2-M2
Allograft rejection	Prf1
Allograft rejection	H2-Oa
Allograft rejection	Gm10499
Allograft rejection	H2-T3
Allograft rejection	H2-T27
Allograft rejection	H2-DMb1
Allograft rejection	Tnf
Allograft rejection	H2-Q10
Allograft rejection	H2-M5
Allograft rejection	H2-Eb2
Allograft rejection	Il2
Allograft rejection	H2-M10.5
Allograft rejection	H2-Q7
Allograft rejection	H2-Q9
Allograft rejection	H2-Eb1
Allograft rejection	H2-Q4
Allograft rejection	H2-Aa
Allograft rejection	H2-K1
Allograft rejection	Il12b
Allograft rejection	H2-T-ps
Graft-versus-host disease	H2-Ab1
Graft-versus-host disease	H2-Ob
Graft-versus-host disease	H2-DMa
Graft-versus-host disease	H2-T22
Graft-versus-host disease	Il6
Graft-versus-host disease	Cd28
Graft-versus-host disease	Il1a
Graft-versus-host disease	H2-M10.4
Graft-versus-host disease	H2-Q1
Graft-versus-host disease	H2-L
Graft-versus-host disease	H2-M1
Graft-versus-host disease	Fas
Graft-versus-host disease	H2-Q2
Graft-versus-host disease	H2-M10.6
Graft-versus-host disease	H2-T25
Graft-versus-host disease	Gzmb
Graft-versus-host disease	Cd80
Graft-versus-host disease	H2-M10.2
Graft-versus-host disease	H2-Bl
Graft-versus-host disease	H2-DMb2
Graft-versus-host disease	H2-M3
Graft-versus-host disease	H2-Q8
Graft-versus-host disease	H2-M10.3
Graft-versus-host disease	Fasl
Graft-versus-host disease	H2-T10
Graft-versus-host disease	H2-T26
Graft-versus-host disease	H2-M10.1
Graft-versus-host disease	H2-M11
Graft-versus-host disease	H2-D1
Graft-versus-host disease	H2-Ea
Graft-versus-host disease	H2-T23
Graft-versus-host disease	H2-T24
Graft-versus-host disease	Kir3dl2
Graft-versus-host disease	Ifng
Graft-versus-host disease	H2-M9
Graft-versus-host disease	Il1b
Graft-versus-host disease	H2-Q6
Graft-versus-host disease	H2-T9
Graft-versus-host disease	Cd86
Graft-versus-host disease	H2-M2
Graft-versus-host disease	Klrd1
Graft-versus-host disease	Prf1
Graft-versus-host disease	H2-Oa
Graft-versus-host disease	Gm10499
Graft-versus-host disease	H2-T3
Graft-versus-host disease	Kir3dl1
Graft-versus-host disease	H2-T27
Graft-versus-host disease	H2-DMb1
Graft-versus-host disease	Klrc1
Graft-versus-host disease	Tnf
Graft-versus-host disease	H2-Q10
Graft-versus-host disease	H2-M5
Graft-versus-host disease	H2-Eb2
Graft-versus-host disease	Il2
Graft-versus-host disease	H2-M10.5
Graft-versus-host disease	H2-Q7
Graft-versus-host disease	H2-Q9
Graft-versus-host disease	H2-Eb1
Graft-versus-host disease	H2-Q4
Graft-versus-host disease	H2-Aa
Graft-versus-host disease	H2-K1
Graft-versus-host disease	H2-T-ps
Primary immunodeficiency	Ada
Primary immunodeficiency	Tnfrsf13c
Primary immunodeficiency	Aicda
Primary immunodeficiency	Igll1
Primary immunodeficiency	Cd40lg
Primary immunodeficiency	Ptprc
Primary immunodeficiency	Rfxank
Primary immunodeficiency	Rag2
Primary immunodeficiency	Zap70
Primary immunodeficiency	Cd8b1
Primary immunodeficiency	Ung
Primary immunodeficiency	Blnk
Primary immunodeficiency	Cd19
Primary immunodeficiency	Cd4
Primary immunodeficiency	Rfx5
Primary immunodeficiency	Rag1
Primary immunodeficiency	Dclre1c
Primary immunodeficiency	Icos
Primary immunodeficiency	Il2rg
Primary immunodeficiency	Aire
Primary immunodeficiency	Rfxap
Primary immunodeficiency	Orai1
Primary immunodeficiency	Tap1
Primary immunodeficiency	Tap2
Primary immunodeficiency	Ciita
Primary immunodeficiency	Cd40
Primary immunodeficiency	Il7r
Primary immunodeficiency	Cd8a
Primary immunodeficiency	Ikbkg
Primary immunodeficiency	Cd3d
Primary immunodeficiency	Cd79a
Primary immunodeficiency	Jak3
Primary immunodeficiency	Cd3e
Primary immunodeficiency	Btk
Primary immunodeficiency	Lck
Primary immunodeficiency	Tnfrsf13b
Alzheimer disease	Apoe
Alzheimer disease	Kif5a
Alzheimer disease	Lrp5
Alzheimer disease	Nras
Alzheimer disease	Ndufb11
Alzheimer disease	Ager
Alzheimer disease	Pik3c3
Alzheimer disease	Cacna1f
Alzheimer disease	Aph1a
Alzheimer disease	Cacna1s
Alzheimer disease	Cacna1d
Alzheimer disease	Irs2
Alzheimer disease	Cacna1c
Alzheimer disease	Raf1
Alzheimer disease	Kras
Alzheimer disease	Bid
Alzheimer disease	Il1b
Alzheimer disease	Wnt9b
Alzheimer disease	Psma7
Alzheimer disease	Psma3
Alzheimer disease	Fzd5
Alzheimer disease	Map2k1
Alzheimer disease	Wnt10a
Alzheimer disease	Tuba4a
Alzheimer disease	ND5
Alzheimer disease	Hsd17b10
Alzheimer disease	Psmb7
Alzheimer disease	Ndufa4l2
Alzheimer disease	Map2k2
Alzheimer disease	Ndufv3
Alzheimer disease	Uqcrc2
Alzheimer disease	Mcu
Alzheimer disease	Axin2
Alzheimer disease	Adam10
Alzheimer disease	Chrm3
Alzheimer disease	Pik3r1
Alzheimer disease	Nfkb1
Alzheimer disease	Klc1
Alzheimer disease	Csnk1e
Alzheimer disease	Cyct
Alzheimer disease	Irs3
Alzheimer disease	Grin2d
Alzheimer disease	Ppif
Alzheimer disease	Uqcrfs1
Alzheimer disease	Ndufs5
Alzheimer disease	ND2
Alzheimer disease	Rtn3
Alzheimer disease	Dkk4
Alzheimer disease	Psmb4
Alzheimer disease	Psmd4
Alzheimer disease	Apc2
Alzheimer disease	Ins1
Alzheimer disease	Fzd4
Alzheimer disease	Atp2a2
Alzheimer disease	Wnt11
Alzheimer disease	Vdac1
Alzheimer disease	Wnt5b
Alzheimer disease	Slc39a1
Alzheimer disease	Ptgs2
Alzheimer disease	Capn1
Alzheimer disease	Psen2
Alzheimer disease	Slc39a4
Alzheimer disease	Slc25a4
Alzheimer disease	Gapdh
Alzheimer disease	Eif2s1
Alzheimer disease	Psmd14
Alzheimer disease	Cox5b
Alzheimer disease	Calm3
Alzheimer disease	Nox4
Alzheimer disease	Grin2b
Alzheimer disease	Psma5
Alzheimer disease	Psmb3
Alzheimer disease	COX3
Alzheimer disease	Cox7a2l
Alzheimer disease	Ndufb5
Alzheimer disease	Ndufv2
Alzheimer disease	Wnt8a
Alzheimer disease	Ndufs7
Alzheimer disease	Casp8
Alzheimer disease	Mapt
Alzheimer disease	Wnt2b
Alzheimer disease	ND6
Alzheimer disease	Frat1
Alzheimer disease	Ppp3r2
Alzheimer disease	Tuba1a
Alzheimer disease	Itpr2
Alzheimer disease	COX2
Alzheimer disease	Cdk5r1
Alzheimer disease	Ndufs2
Alzheimer disease	Ern1
Alzheimer disease	Grin2a
Alzheimer disease	Sdhc
Alzheimer disease	Psmd3
Alzheimer disease	Atp5f1c
Alzheimer disease	Adam17
Alzheimer disease	Plcb4
Alzheimer disease	Klc2
Alzheimer disease	Bace1
Alzheimer disease	Ndufb10
Alzheimer disease	Ndufa7
Alzheimer disease	Ins2
Alzheimer disease	Wnt9a
Alzheimer disease	Wnt5a
Alzheimer disease	Uqcrb
Alzheimer disease	Cox7a2
Alzheimer disease	Ndufa1
Alzheimer disease	Fas
Alzheimer disease	Slc39a9
Alzheimer disease	Cox7c
Alzheimer disease	Wnt8b
Alzheimer disease	Slc39a8
Alzheimer disease	Ndufb4
Alzheimer disease	Cdk5
Alzheimer disease	Psma6
Alzheimer disease	Fzd10
Alzheimer disease	CYTB
Alzheimer disease	Kif5c
Alzheimer disease	Psmb1
Alzheimer disease	Psmd6
Alzheimer disease	Ulk2
Alzheimer disease	Chrna7
Alzheimer disease	Calm2
Alzheimer disease	Psmd11
Alzheimer disease	Atp5f1e
Alzheimer disease	Chuk
Alzheimer disease	Wnt7b
Alzheimer disease	Slc39a12
Alzheimer disease	Pik3r2
Alzheimer disease	Psmc3
Alzheimer disease	Aph1b
Alzheimer disease	Fzd2
Alzheimer disease	Psma4
Alzheimer disease	Ndufab1
Alzheimer disease	Slc39a5
Alzheimer disease	Ndufa10
Alzheimer disease	Aph1c
Alzheimer disease	Lrp6
Alzheimer disease	Tnfrsf1a
Alzheimer disease	Sdha
Alzheimer disease	Atf6
Alzheimer disease	Cox6a2
Alzheimer disease	Tubb4a
Alzheimer disease	Slc39a10
Alzheimer disease	Ddit3
Alzheimer disease	Cox6c
Alzheimer disease	Dvl3
Alzheimer disease	Tuba3a
Alzheimer disease	Psma2
Alzheimer disease	Psmc1
Alzheimer disease	Csnk2a1
Alzheimer disease	Il6
Alzheimer disease	Irs4
Alzheimer disease	Csnk2b
Alzheimer disease	Araf
Alzheimer disease	Tuba3b
Alzheimer disease	ATP6
Alzheimer disease	Mtor
Alzheimer disease	COX1
Alzheimer disease	Cox8b
Alzheimer disease	Klc4
Alzheimer disease	Tubb2a
Alzheimer disease	Atg13
Alzheimer disease	Traf2
Alzheimer disease	Psmc5
Alzheimer disease	Map3k5
Alzheimer disease	Ndufa12
Alzheimer disease	Ndufs8
Alzheimer disease	Atp2a3
Alzheimer disease	Psmd12
Alzheimer disease	Ambra1
Alzheimer disease	Fzd1
Alzheimer disease	Gm29667
Alzheimer disease	Psmd8
Alzheimer disease	Atp5f1a
Alzheimer disease	Psma1
Alzheimer disease	Mapk3
Alzheimer disease	Ndufa3
Alzheimer disease	Fzd8
Alzheimer disease	Cox4i1
Alzheimer disease	Casp3
Alzheimer disease	Ndufa9
Alzheimer disease	Psmd2
Alzheimer disease	ND3
Alzheimer disease	Dvl1
Alzheimer disease	Tuba1b
Alzheimer disease	Atg14
Alzheimer disease	Vdac2
Alzheimer disease	Ncstn
Alzheimer disease	Slc39a2
Alzheimer disease	Plcb3
Alzheimer disease	Casp9
Alzheimer disease	Nae1
Alzheimer disease	Tubb4b
Alzheimer disease	Psmb2
Alzheimer disease	Wnt4
Alzheimer disease	Nos1
Alzheimer disease	Klc3
Alzheimer disease	Tubb2b
Alzheimer disease	Atp2a1
Alzheimer disease	Ndufb7
Alzheimer disease	Uqcrh
Alzheimer disease	Rela
Alzheimer disease	Rtn4
Alzheimer disease	Rb1cc1
Alzheimer disease	Mapk9
Alzheimer disease	Tuba1c
Alzheimer disease	Psmd13
Alzheimer disease	Dvl2
Alzheimer disease	Psmb5
Alzheimer disease	Dkk1
Alzheimer disease	Mapk10
Alzheimer disease	Kif5b
Alzheimer disease	Fzd9
Alzheimer disease	Eif2ak2
Alzheimer disease	Ndufb2
Alzheimer disease	Wnt16
Alzheimer disease	Mapk8
Alzheimer disease	Mme
Alzheimer disease	Ndufv1
Alzheimer disease	Ikbkg
Alzheimer disease	Tnf
Alzheimer disease	Map2k7
Alzheimer disease	Wnt10b
Alzheimer disease	Fzd7
Alzheimer disease	Itpr1
Alzheimer disease	Wnt7a
Alzheimer disease	ND4
Alzheimer disease	Sdhd
Alzheimer disease	Uqcrq
Alzheimer disease	Plcb2
Alzheimer disease	Atg101
Alzheimer disease	Bace2
Alzheimer disease	Calm4
Alzheimer disease	Becn1
Alzheimer disease	Ctnnb1
Alzheimer disease	Apbb1
Alzheimer disease	Eif2ak3
Alzheimer disease	Slc39a6
Alzheimer disease	Lpl
Alzheimer disease	Braf
Alzheimer disease	Grin2c
Alzheimer disease	Psmd7
Alzheimer disease	Grm5
Alzheimer disease	Ppp3ca
Alzheimer disease	Apc
Alzheimer disease	Psma8
Alzheimer disease	Tubb3
Alzheimer disease	Xbp1
Alzheimer disease	Ppp3cb
Alzheimer disease	Tubb6
Alzheimer disease	Atg2a
Alzheimer disease	Nox1
Alzheimer disease	Grin1
Alzheimer disease	Psmd9
Alzheimer disease	ND1
Alzheimer disease	Calml4
Alzheimer disease	Ndufs4
Alzheimer disease	Slc39a13
Alzheimer disease	Ppp3cc
Alzheimer disease	Ppid
Alzheimer disease	Ndufb6
Alzheimer disease	Plcb1
Alzheimer disease	Chrm5
Alzheimer disease	Nos2
Alzheimer disease	Ndufb3
Alzheimer disease	Wnt2
Alzheimer disease	Mapk1
Alzheimer disease	Uqcr10
Alzheimer disease	Psmc2
Alzheimer disease	Psmd1
Alzheimer disease	Pik3r3
Alzheimer disease	Atp5f1b
Alzheimer disease	Ryr3
Alzheimer disease	Ndufc2
Alzheimer disease	Ndufa11
Alzheimer disease	Gsk3b
Alzheimer disease	Ndufb4c
Alzheimer disease	Ndufb4b
Alzheimer disease	Atp5mc2
Alzheimer disease	Atp5mc3
Alzheimer disease	Cox6a1
Alzheimer disease	Ndufb9
Alzheimer disease	Tubb1
Alzheimer disease	Atp5pb
Alzheimer disease	Psmc6
Alzheimer disease	Cox6b1
Alzheimer disease	Cox5a
Alzheimer disease	Slc25a31
Alzheimer disease	Fadd
Alzheimer disease	Slc39a7
Alzheimer disease	Ide
Alzheimer disease	Sdhb
Alzheimer disease	Bad
Alzheimer disease	Tuba8
Alzheimer disease	Fzd3
Alzheimer disease	Apaf1
Alzheimer disease	Axin1
Alzheimer disease	Akt3
Alzheimer disease	Ndufb8
Alzheimer disease	Tubb5
Alzheimer disease	Tubal3
Alzheimer disease	Cox7b
Alzheimer disease	Chrm1
Alzheimer disease	Ndufs6
Alzheimer disease	Cox8a
Alzheimer disease	Ndufa2
Alzheimer disease	Calml3
Alzheimer disease	Atp5pf
Alzheimer disease	Calm5
Alzheimer disease	Slc39a14
Alzheimer disease	Wnt3a
Alzheimer disease	Adrm1
Alzheimer disease	Calm1
Alzheimer disease	Csf1
Alzheimer disease	Vdac3
Alzheimer disease	Frat2
Alzheimer disease	Cox8c
Alzheimer disease	Irs1
Alzheimer disease	Slc25a5
Alzheimer disease	Slc39a11
Alzheimer disease	Nrbf2
Alzheimer disease	Cox4i2
Alzheimer disease	Slc11a2
Alzheimer disease	Csnk1a1
Alzheimer disease	Casp12
Alzheimer disease	Wipi2
Alzheimer disease	Wnt1
Alzheimer disease	Atf4
Alzheimer disease	Cox6b2
Alzheimer disease	Wnt6
Alzheimer disease	Pik3cd
Alzheimer disease	Hras
Alzheimer disease	Ndufs1
Alzheimer disease	Ulk1
Alzheimer disease	Atg2b
Alzheimer disease	Dkk2
Alzheimer disease	Capn2
Alzheimer disease	Psenen
Alzheimer disease	Il1a
Alzheimer disease	Akt2
Alzheimer disease	Ndufa13
Alzheimer disease	Cybb
Alzheimer disease	Itpr3
Alzheimer disease	ATP8
Alzheimer disease	Ndufc1
Alzheimer disease	Wipi1
Alzheimer disease	Ndufs3
Alzheimer disease	Pik3cb
Alzheimer disease	Wnt3
Alzheimer disease	Pik3r4
Alzheimer disease	Atp5mc1
Alzheimer disease	Cyc1
Alzheimer disease	Ndufa4
Alzheimer disease	Uqcrc1
Alzheimer disease	Atp5f1d
Alzheimer disease	Csnk2a2
Alzheimer disease	Atp5pd
Alzheimer disease	Fzd6
Alzheimer disease	Psmc4
Alzheimer disease	Akt1
Alzheimer disease	Cox7b2
Alzheimer disease	Uqcr11
Alzheimer disease	Ndufa5
Alzheimer disease	Insr
Alzheimer disease	Lrp1
Alzheimer disease	Slc39a3
Alzheimer disease	Atp5po
Alzheimer disease	Cox7a1
Alzheimer disease	Snca
Alzheimer disease	Ndufa6
Alzheimer disease	Cycs
Alzheimer disease	Sem1
Alzheimer disease	Ppp3r1
Alzheimer disease	Casp7
Alzheimer disease	Psen1
Alzheimer disease	Peg12
Alzheimer disease	Ndufa8
Alzheimer disease	Psmb6
Alzheimer disease	Gnaq
Alzheimer disease	ND4L
Alzheimer disease	Ikbkb
Alzheimer disease	Pik3ca
Alzheimer disease	App
Parkinson disease	Adora2a
Parkinson disease	Cox7a2
Parkinson disease	Bcl2l1
Parkinson disease	Kif5a
Parkinson disease	Txn1
Parkinson disease	Cox7b
Parkinson disease	Mapk9
Parkinson disease	Tuba1c
Parkinson disease	Ndufb11
Parkinson disease	Psmd13
Parkinson disease	Ndufs6
Parkinson disease	Ndufa1
Parkinson disease	Trap1
Parkinson disease	Cox8a
Parkinson disease	Ndufa2
Parkinson disease	Calml3
Parkinson disease	Slc39a9
Parkinson disease	Cox7c
Parkinson disease	Psmb5
Parkinson disease	Th
Parkinson disease	Atp5pf
Parkinson disease	Mapk10
Parkinson disease	Slc39a8
Parkinson disease	Keap1
Parkinson disease	Slc6a3
Parkinson disease	Kif5b
Parkinson disease	Calm5
Parkinson disease	Ndufb4
Parkinson disease	Slc39a14
Parkinson disease	Camk2g
Parkinson disease	Psma6
Parkinson disease	Adrm1
Parkinson disease	Calm1
Parkinson disease	Dusp1
Parkinson disease	Gnai1
Parkinson disease	CYTB
Parkinson disease	Kif5c
Parkinson disease	Vdac3
Parkinson disease	Ndufb2
Parkinson disease	Psmb1
Parkinson disease	Psma7
Parkinson disease	Psma3
Parkinson disease	Cox8c
Parkinson disease	Psmd6
Parkinson disease	Mapk8
Parkinson disease	Slc25a5
Parkinson disease	Ndufv1
Parkinson disease	Slc39a11
Parkinson disease	Drd1
Parkinson disease	Trp53
Parkinson disease	Calm2
Parkinson disease	ND5
Parkinson disease	Slc18a1
Parkinson disease	Tuba4a
Parkinson disease	Psmd11
Parkinson disease	Atp5f1e
Parkinson disease	Itpr1
Parkinson disease	Psmb7
Parkinson disease	Ndufa4l2
Parkinson disease	Sdhd
Parkinson disease	ND4
Parkinson disease	Ndufv3
Parkinson disease	Septin5
Parkinson disease	Uqcrq
Parkinson disease	Uqcrc2
Parkinson disease	Mcu
Parkinson disease	Uba1
Parkinson disease	Slc39a12
Parkinson disease	Bax
Parkinson disease	Sncaip
Parkinson disease	Cox4i2
Parkinson disease	Uba7
Parkinson disease	Slc11a2
Parkinson disease	Daxx
Parkinson disease	Calm4
Parkinson disease	Gnai3
Parkinson disease	Klc1
Parkinson disease	Cyct
Parkinson disease	Psmc3
Parkinson disease	Atf4
Parkinson disease	Ppif
Parkinson disease	Eif2ak3
Parkinson disease	Cox6b2
Parkinson disease	Ndufs5
Parkinson disease	Uqcrfs1
Parkinson disease	Slc39a6
Parkinson disease	Psma4
Parkinson disease	Ndufab1
Parkinson disease	Slc39a5
